1;EP-96-BK;79 1/2;"";8
2;EP-96-BK;70 5/8;"";4
3;EP-96-BK;59 5/16;"";8
4;EP-96-BK;46 5/8;"";1
5;EP-96-BK;21 1/4;"";4
6;EP-96-BK;19 5/16;"";9
7;EP-96-BK;17 3/8;"";2
8;EP-96-BK;17 1/4;"";18
9;EP-96-BK;12 1/4;"";3
10;EP-96-BK;3 1/4;"";6
